Title,Name,Type.of.name,Role,All.names,Dates.associated.with.name,Date.of.publication ,Country.of.publication,Place.of.publication,City,Colony.Name,Continent,Publisher,Edition,Languages,Type.of.resource,Content.type,Material type,Uniform title,﻿BL.record.ID,URL,BL shelfmark,ARK,,
A Sketch of the New Zealand War,"Grace, Morgan S.",person,N/A,"Grace, Morgan S. [person]",N/A,1899,England,London,Unspecified,New Zealand,Oceania,H. Marshall,N/A,English,Monograph,Text,Online resource,N/A,015246265,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000027828,Digital Store 9781.b.36,ark:/81055/vdc_000000027828,N/A,N/A
"Narrative of a Journey from Calcutta to Europe, by way of Egypt, in the years 1827-28","Lushington, Charles",person,N/A,"Lushington, Charles, Mrs [person]",N/A,1829,England,London,Calcutta,India,Asia,N/A,N/A,English,Monograph,Text,Online resource,N/A,014817627,http://access.bl.uk/item/viewer/ark:/81055/vdc_00000005CC22,Digital Store 1046.d.21,ark:/81055/vdc_00000005CC22,N/A,N/A
A Manual of the Nellore District in the Presidency of Madras. [With a map.],"Boswell, John Alexander Corrie",person,N/A,"Boswell, John Alexander Corrie [person]",N/A,1873,India,Madras,Madras,India,Asia,H. Morgan,N/A,English,Monograph,Text,Online resource,N/A,014805680,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000035A72,Digital Store 10056.i.3,ark:/81055/vdc_000000035A72,N/A,N/A
"Narrative of a Journey across the Rocky Mountains to the Columbia River, and a visit to the Sandwich Islands, Chili, etc. With a scientific appendix","Townsend, John Kirk",person,N/A,"Townsend, John Kirk, 1809-1851 [person]",1809-1851,1839,United States of America,Philadelphia,Unspecified,Sandwich Islands,America,H. Perkins,N/A,English,Monograph,Text,Online resource,N/A,014831014,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000034860,Digital Store 792.g.34,ark:/81055/vdc_000000034860,N/A,N/A
The Mishmee Hills. An account of a journey made in an attempt to penetrate Thibet from Assam to open new routes for commerce [With maps and plates.],"Cooper, Thomas Thornville",person,N/A,"Cooper, T. T. (Thomas Thornville), 1839-1878 [person]",1839-1878,1873,England,London,Assam,India,Asia,H. S,N/A,English,Monograph,Text,Online resource,N/A,014807932,http://access.bl.uk/item/viewer/ark:/81055/vdc_00000003594C,Digital Store 010058.ee.39,ark:/81055/vdc_00000003594C,N/A,N/A
"Hydrology of South Africa; or Details of the former hydrographic condition of the Cape of Good Hope, and of causes of its present aridity, etc","Brown, John Croumbie",person,N/A,"Brown, John Croumbie [person]",N/A,1875,England,London,Unspecified,South Africa,Africa,H. S,N/A,English,Monograph,Text,Online resource,N/A,014806113,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000051DF2,Digital Store 7109.bb.1 ; Mic.F.2108,ark:/81055/vdc_000000051DF2,N/A,N/A
"A Tour through Canada and the United States of America, etc","Loudon, John Baird",person,N/A,"Loudon, John Baird [person]",N/A,1879,England,Coventry,Unspecified,Canada,America,N/A,N/A,English,Monograph,Text,Online resource,N/A,014840629,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000004722,Digital Store 10408.bbb.9,ark:/81055/vdc_000000004722,N/A,N/A
"Itinerary and Directory for Western India, being a collection of routes through the provinces subject to the Presidency of Bombay, and the principal roads in the neighbouring states, etc. (Appendix ... containing brief accounts of the Princes and Zumeendars holding possessions within the territories through which the routes ... lead, etc.)","Clunes, John",person,N/A,"Clunes, John [person]",N/A,1826,India,Calcutta,Unspecified,India,Asia,H. Townsend,N/A,English,Monograph,Text,Online resource,N/A,014807491,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000054978,Digital Store 10056.d.3,ark:/81055/vdc_000000054978,N/A,N/A
The Naturalist in Vancouver Island and British Columbia,"Lord, John Keast",person,N/A,"Lord, John Keast [person]",N/A,1866,England,London,Vancouver,Canada,America,N/A,N/A,English,Monograph,Text,Online resource,N/A,014872245,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000013686,Digital Store 010470.hh.14,ark:/81055/vdc_000000013686,N/A,N/A
Gibraltar y su Campo. Guia del forastero. ... Primera edición,"López Zaragoza, Lutgardo",person,N/A,"López Zaragoza, Lutgardo [person]",N/A,1899,Spain,Cádiz,Gibraltar,Gibraltar,Europe,N/A,N/A,Spanish,Monograph,Text,Online resource,N/A,014861989,http://access.bl.uk/item/viewer/ark:/81055/vdc_00000000BAD8,Digital Store 10161.d.20,ark:/81055/vdc_00000000BAD8,N/A,N/A
"Ceylon in 1893, etc","Ferguson, John",person,N/A,"Ferguson, John, 1842-1913 [person]",1842-1913,1893,England,London,Unspecified,Ceylon,Asia,Haddon,N/A,English,Monograph,Text,Online resource,N/A,014810532,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000000BD6,Digital Store 010057.e.21,ark:/81055/vdc_000000000BD6,N/A,N/A
"Notes of a tour from Calcutta to Delhi in January, 1853","Long, James",person,N/A,"Long, James, 1814-1887 [person]",1814-1887,1853,India,Calcutta,"Calcutta, Delhi",India,Asia,N/A,N/A,English,Monograph,Text,Online resource,N/A,014817449,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000034A1C,Digital Store 10055.bb.10,ark:/81055/vdc_000000034A1C,N/A,N/A
Village Communities in India and Russia. Reprinted from the Transactions of the Bengal Social Science Association,"Long, James",person,N/A,"Long, James, 1814-1887 [person]",1814-1887,1870,India,Calcutta,Unspecified,India,Asia,N/A,N/A,English,Monograph,Text,Online resource,N/A,014622899,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000034C44,Digital Store 10055.ee.1. (12.),ark:/81055/vdc_000000034C44,N/A,N/A
"A Narrative of a Visit to the Mauritius and South Africa ... Illustrated by two maps, sixteen etchings and twenty-eight wood-cuts","Backhouse, James",person,N/A,"Backhouse, James, 1794-1869 [person]",1794-1869,1844,England,London,Unspecified,"Mauritius Islands, South Africa",Africa,"Hamilton, Adams",N/A,English,Monograph,Text,Online resource,N/A,014804421,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000052248,Digital Store 1425.h.8,ark:/81055/vdc_000000052248,N/A,N/A
"Notes of a Journey through Canada, the United States of America, and the West Indies","Logan, James",person,advocate,"Logan, James, advocate [person]",N/A,1838,Scotland,Edinburgh,Unspecified,Canada,America,N/A,N/A,English,Monograph,Text,Online resource,N/A,014817344,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000034920,Digital Store 792.f.11,ark:/81055/vdc_000000034920,N/A,N/A
"A Guide to St. Helena, descriptive and historical, with a visit to Longwood, and Napoleon's Tomb. (A Sketch of the History of the Island Saint Helena [signed, J. L, i.e. J. Lockwood] .) MS. notes","Lockwood, Joseph",person,N/A,"Lockwood, Joseph, of St. Helena [person]",N/A,1851,St. Helena,St. Helena,Unspecified,Saint Helena,America,N/A,N/A,English,Monograph,Text,Online resource,N/A,014840603,http://access.bl.uk/item/viewer/ark:/81055/vdc_0000000022E6,Digital Store 10095.dd.25. (1.),ark:/81055/vdc_0000000022E6,N/A,N/A
"On Canada's Frontier: sketches of history, sport, and adventure ... Illustrated","Ralph, Julian",person,N/A,"Ralph, Julian, 1853-1903 [person]",1853-1903,1892,United States of America,New York,Unspecified,Canada,America,Harper,N/A,English,Monograph,Text,Online resource,N/A,014872649,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000013152,Digital Store 10470.f.34 ; Digital Store 10470.h.29,ark:/81055/vdc_000000013152,N/A,N/A
"Siege of Quebec ... 1775. The Centenary Fête of the Literary and Historical Society, ... 29th December, 1875",Literary and Historical Society of Quebec ,organisation,N/A,Literary and Historical Society of Quebec (Quebec) [organisation],N/A,1876,Canada,Quebec,Quebec,Canada,America,N/A,N/A,English,Monograph,Text,Online resource,N/A,015106220,http://access.bl.uk/item/viewer/ark:/81055/vdc_00000002378A,Digital Store 9555.eee.2,ark:/81055/vdc_00000002378A,N/A,N/A
"Memoir and notice explanatory of a Chart of Madagascar and the north-eastern Archipelago of Mauritius; drawn up ... under the auspices and government of [and edited by] ... R. T. Farquhar. ... Now first published in the original French, with an English translation, together with some observations on the coast of Africa, (communicated by - Saulnier de Mondevit,) and a brief notice on the winds on the coast of Madagascar (by M. Barbarin) [With the chart.] Fr. and Eng","Lislet Geoffroy, Jean Baptiste",person,N/A,"Lislet Geoffroy, Jean Baptiste [person] ; Farquhar, Robert Townsend, Sir, 1st Baronet [person]",N/A,1819,England,London,Unspecified,Mauritius Islands,Africa,N/A,N/A,English,Monograph,Text,Online resource,N/A,014817221,http://access.bl.uk/item/viewer/ark:/81055/vdc_00000005A9DE,Digital Store 982.h.21,ark:/81055/vdc_00000005A9DE,N/A,N/A
"Vancouver Island. Exploration. 1864 [A report presented to the Vancouver Island Exploration Committee by R. Brown, Commander of the Vancouver Island Exploration Expedition.]",Vancouver Island Exploration Committee ,organisation,N/A,"Vancouver Island Exploration Committee (Vancouver Island) [organisation] ; Brown, Robert, 1842-1895 [person]",N/A,1865,Canada,"Victoria, Vancouver Island",Vancouver,Canada,America,Harries,N/A,English,Monograph,Text,Online resource,N/A,014873033,http://access.bl.uk/item/viewer/ark:/81055/vdc_0000000130C2,Digital Store 10470.f.11,ark:/81055/vdc_0000000130C2,N/A,N/A
"Notes on the Races, Castes and Trades of Eastern Bengal","Wise, James",person,N/A,"Wise, James, m.d [person]",N/A,1883,England,London,Unspecified,Bengal,Asia,Harrison,N/A,English,Monograph,Text,Online resource,N/A,014832334,http://access.bl.uk/item/viewer/ark:/81055/vdc_00000005BB24,Digital Store 10024.de.23,ark:/81055/vdc_00000005BB24,N/A,N/A
"Report upon the Coal-Fields of Klip River, Weenan, Umvoti, and Victoria Counties, together with tabulated statement of results obtained from a series of trials of colonial coal upon the Natal Government Railways.","North, F.W",person,N/A,"North, Frederic William [person] ; Natal, Department of Mines [organisation]",N/A,1881,England,London,Unspecified,Natal,Africa,Harrison,N/A,English,Monograph,Text,Online resource,N/A,014826257,http://access.bl.uk/item/viewer/ark:/81055/vdc_00000005D2CA,Digital Store 7105.g.17,ark:/81055/vdc_00000005D2CA,N/A,N/A
"Précis of information concerning the Straits Settlements and the Native States of the Malay Peninsula. Prepared in the Intelligence Division, Horse Guards, War Office, etc","Great Britain, War Office, Intelligence Division",organisation,N/A,"Great Britain, War Office, Intelligence Division [organisation]",N/A,1891,England,London,Unspecified,Malaya,Asia,Harrison,N/A,English,Monograph,Text,Online resource,N/A,014810123,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000034D64,Digital Store 010055.e.14,ark:/81055/vdc_000000034D64,N/A,N/A
"Journal of a West Indian Proprietor, kept during a residence in ... Jamaica","Lewis, Matthew Gregory",person,N/A,"Lewis, M. G. (Matthew Gregory), 1775-1818 [person]",1775-1818,1834,England,London,Unspecified,"India, jamaica","America, Asia",N/A,N/A,English,Monograph,Text,Online resource,Single Works,014817081,http://access.bl.uk/item/viewer/ark:/81055/vdc_00000005C6A0,Digital Store 1050.l.17,ark:/81055/vdc_00000005C6A0,N/A,N/A
"The Antipodes and round the World; or, Travels in Australia, New Zealand, Ceylon, China, Japan, and California. With ... illustrations","Clerk, Alice M.",person,N/A,"Clerk, Alice M. [person]",N/A,1870,England,London,Unspecified,"Australia, New Zealand",Oceania,Hatchards,N/A,English,Monograph,Text,Online resource,N/A,014807446,http://access.bl.uk/item/viewer/ark:/81055/vdc_00000005E0C8,Digital Store 10027.f.25,ark:/81055/vdc_00000005E0C8,N/A,N/A
"Cyprus, Syria, and Palestine, the future emporium of British trade in Asia. By a Consul-General",unknown,unknown,N/A,N/A,N/A,1878,England,London,Unspecified,Cyprus,Europe,Haughton,N/A,English,Monograph,Text,Online resource,N/A,014784769,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000059CD0,Digital Store 010077.e.6,ark:/81055/vdc_000000059CD0,N/A,N/A
"The Barrow Route to the Isle of Man ... Illustrated, etc [With maps.]","Stokes, E. P.",person,N/A,"Stokes, E. P. [person]",N/A,1883,England,London,Unspecified,Isle of Man,Europe,Hazell,N/A,English,Monograph,Text,Online resource,N/A,014841359,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000002A4E,Digital Store 10360.g.2,ark:/81055/vdc_000000002A4E,N/A,N/A
"A Visit to Cape Colony and Natal, in 1879","Derham, Walter",person,N/A,"Derham, Walter [person]",N/A,1879,England,Bristol,Unspecified,"Cape of Good Hope, Natal",Africa,Heber Mardon,N/A,English,Monograph,Text,Online resource,N/A,014808986,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000059988,Digital Store 010096.ee.3,ark:/81055/vdc_000000059988,N/A,N/A
"Diary of an Overland Journey from Bombay to England, and of a year's residence in Great Britain",Ardasser Cursetjee,person,N/A,N/A,N/A,1840,England,London,Bombay,India,Asia,Henington & Galabin,N/A,English,Monograph,Text,Online resource,N/A,014804115,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000059E1A,Digital Store 010077.p.3,ark:/81055/vdc_000000059E1A,N/A,N/A
"Travels in British Columbia, with the narrative of a yacht voyage round Vancouver's Island","Lennard, Charles Edward Barrett",person,N/A,"Lennard, Charles Edward Barrett [person]",N/A,1862,England,London,Vancouver,Canada,America,N/A,N/A,English,Monograph,Text,Online resource,N/A,014872195,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000013038,Digital Store 10470.e.10,ark:/81055/vdc_000000013038,N/A,N/A
"Reconnoitering Voyages and Travels, with adventures in the New Colonies of South Australia, ... including visits to the Nicobar and other islands of the Indian Seas, Calcutta, the Cape of Good Hope, and St. Helena, during the years 1836-38. Embellished by engravings","Leigh, W. H., of the African Institution of Paris",person,N/A,"Leigh, W. H., of the African Institution of Paris [person]",N/A,1839,England,London,Unspecified,Australia,Oceania,N/A,N/A,English,Monograph,Text,Online resource,N/A,014815788,http://access.bl.uk/item/viewer/ark:/81055/vdc_00000005AFE4,Digital Store 792.e.29,ark:/81055/vdc_00000005AFE4,N/A,N/A
The Emigrant: a tale of Australia,"Leigh, W. H., of the African Institution of Paris",person,N/A,"Leigh, W. H., of the African Institution of Paris [person]",N/A,1847,England,London,Unspecified,Australia,Oceania,N/A,N/A,English,Monograph,Text,Online resource,N/A,014815789,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000038F04,Digital Store 12620.e.21,ark:/81055/vdc_000000038F04,N/A,N/A
Journal of an Overland Expedition in Australia from Moreton Bay to Port Essington ... during the years 1844-45. (Detailed map of L. Leichhardt's route ... laid down from his original map ... by J. Arrowsmith.),"Leichhardt, Friedrich Wilhelm Ludwig",person,N/A,"Leichhardt, Friedrich Wilhelm Ludwig [person]",N/A,1847,England,London,Unspecified,Australia,Oceania,N/A,N/A,English,Monograph,Text,Online resource,N/A,014815778,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000057DB0,Digital Store 1430.h.5,ark:/81055/vdc_000000057DB0,N/A,N/A
"Letters of a Prussian Traveller; descriptive of a tour through Sweden, Prussia, Austria, Hungary, Istria, the Ionian Islands, Egypt, Syria, Cyprus, Rhodes, the Morea, Greece, Calabria, Italy, the Tyrol, the Banks of the Rhine, Hanover, Holstein, Denmark, Westphalia, and Holland. Interspersed with anecdotes of distinguished characters and illustrations of political occurrences","Bramsen, John",person,N/A,"Bramsen, John [person]",N/A,1818,England,London,Unspecified,Ionian Islands,Europe,Henry Colburn,N/A,English,Monograph,Text,Online resource,N/A,014805843,http://access.bl.uk/item/viewer/ark:/81055/vdc_00000005D888,Digital Store 1048.i.11,ark:/81055/vdc_00000005D888,N/A,N/A
Canada and the Canadians in 1846,"Bonnycastle, Richard Henry",person,N/A,"Bonnycastle, Richard Henry, Sir [person]",N/A,1846,England,London,Unspecified,Canada,America,Henry Colburn,N/A,English,Monograph,Text,Online resource,N/A,014805621,http://access.bl.uk/item/viewer/ark:/81055/vdc_0000000542A6,Digital Store 1431.f.8,ark:/81055/vdc_0000000542A6,N/A,N/A
Canada and the Canadians in 1846,"Bonnycastle, Richard Henry",person,N/A,"Bonnycastle, Richard Henry, Sir [person]",N/A,1849,England,London,Unspecified,Canada,America,Henry Colburn,Another Edition,English,Monograph,Text,Online resource,N/A,014871272,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000013068,Digital Store 10470.ee.1,ark:/81055/vdc_000000013068,N/A,N/A
"Newfoundland, in 1842: a sequel to 'The Canadas in 1841.' [With a map.]","Bonnycastle, Richard Henry",person,N/A,"Bonnycastle, Richard Henry, Sir [person]",N/A,1842,England,London,Unspecified,Newfoundland,America,Henry Colburn,N/A,English,Monograph,Text,Online resource,N/A,014805623,http://access.bl.uk/item/viewer/ark:/81055/vdc_00000005213A,Digital Store 1304.h.5,ark:/81055/vdc_00000005213A,N/A,N/A
"Narrative of the Voyages and Services of the Nemesis, from 1840 to 1843; and of the combined naval and military operations in China; comprising a complete account of the colony of Hong Kong, and remarks on the character and habits of the Chinese, from notes of Commander W. H. Hall, R.N, with personal observations [With plates and maps.]","Bernard, William Dallas",person,N/A,"Bernard, William Dallas [person]",N/A,1844,England,London,Unspecified,Hong Kong,Asia,Henry Colburn,N/A,English,Monograph,Text,Online resource,N/A,014885103,http://access.bl.uk/item/viewer/ark:/81055/vdc_0000000188B8,Digital Store 1434.k.3 ; Digital Store 1434.k.4,ark:/81055/vdc_0000000188B8,N/A,N/A
"A memorandum written after a tour through the Tea Districts of Eastern Bengal, 1864, 65","Lees, William Nassau",person,N/A,"Lees, W. Nassau (William Nassau), 1825-1889 [person]",1825-1889,1866,India,Calcutta,Unspecified,Bengal,Asia,N/A,N/A,English,Monograph,Text,Online resource,N/A,014815751,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000034B60,Digital Store 10055.e.11,ark:/81055/vdc_000000034B60,N/A,N/A
